56,50,1
62,50,1
67,50,1
55,51,1
63,51,1
55,52,1
63,52,1
52,53,1
64,53,1
57,54,1
51,55,1
64,55,1
67,55,1
65,56,1
68,56,1
53,57,1
57,58,1
68,58,1
53,59,1
58,59,1
54,60,1
58,60,1
70,60,1
54,62,1
60,62,1
65,62,1
55,63,1
60,63,1
70,63,1
55,64,1
61,64,1
56,65,1
72,65,1
59,66,1
61,66,1
69,66,1
72,66,1
73,67,1
56,68,1
57,68,1
73,68,1
57,69,1
69,69,1
74,69,1
59,70,1
61,70,1
74,70,1
57,71,1
62,71,1
63,71,1
72,72,1
59,73,1
65,73,1
72,73,1
77,73,1
59,74,1
77,74,1
65,75,1
74,75,1
61,76,1
74,77,1
68,78,1
81,78,1
82,78,1
61,79,1
68,79,1
83,79,1
62,80,1
63,80,1
69,80,1
83,80,1
64,81,1
69,81,1
78,81,1
64,82,1
78,82,1
79,82,1
71,83,1
71,84,1
67,85,1
72,85,1
73,85,1
88,85,1
89,85,1
67,87,1
91,87,1
92,87,1
93,88,1
94,88,1
86,89,1
87,89,1
95,89,1
96,89,1
70,90,1
71,90,1
88,90,1
93,90,1
97,90,1
98,90,1
88,91,1
94,91,1
95,91,1
98,91,1
89,92,1
91,92,1
96,92,1
97,92,1
81,93,1
82,93,1
94,93,1
95,93,1
83,94,1
84,94,1
94,94,1
97,94,1
76,95,1
85,95,1
95,95,1
96,95,1
76,96,1
78,96,1
85,96,1
99,96,1
79,97,1
81,97,1
86,97,1
87,97,1
98,97,1
99,97,1
88,98,1
90,98,1
83,99,1
91,99,1
92,99,1
