888,168
880,176
840,176
832,184
808,184
800,192
792,192
792,232
792,216
800,208
800,200
808,192
840,192
848,184
880,184
888,176
896,176
904,184
952,184
960,192
1016,192
1024,200
1048,200
1056,208
1080,208
1088,216
1120,216
1128,224
1152,224
1160,232
1184,232
1192,240
1224,240
1232,248
1248,248
1256,256
1280,256
1288,264
1312,264
1320,272
1336,272
1344,280
1360,280
1368,288
1392,288
1400,296
1416,296
1424,304
1440,304
1448,312
1464,312
1472,320
1488,320
1496,328
1512,328
1520,336
1536,336
1544,344
1552,344
1560,352
1576,352
1584,360
1600,360
1608,368
1624,368
1632,376
1640,376
1648,384
1664,384
1672,392
1680,392
1688,400
1696,400
1704,408
1720,408
1728,416
1744,416
1760,432
1776,432
1784,440
1792,440
1800,448
1816,448
1832,464
1848,464
1856,472
1864,472
1872,480
1880,480
1888,488
1896,488
1912,504
1928,504
1944,520
1960,520
1976,536
1992,536
2008,552
2024,552
2040,568
2048,568
2056,576
2064,576
2080,592
2088,592
2096,600
2104,600
2112,608
2120,608
2128,616
2136,616
2152,632
2160,632
2168,640
2176,640
2192,656
2200,656
2208,664
2216,664
2232,680
2240,680
2256,696
2264,696
2280,712
2288,712
2304,728
2312,728
2320,736
2328,736
2344,752
2352,752
2376,776
2384,776
2392,784
2400,784
2416,800
2416,808
2408,816
2400,816
2368,848
2368,912
2384,928
2384,936
2392,936
2400,944
2408,944
2416,952
2456,952
2464,944
2472,944
2480,936
2488,936
2496,944
2496,1288
2504,1296
2504,1304
2496,1312
2496,1320
2504,1328
2504,1784
2512,1792
2512,2216
2520,2224
2520,2264
2512,2272
2520,2280
2520,2568
2528,2576
2528,2720
2520,2728
2504,2728
2496,2720
2448,2720
2440,2728
2432,2728
2408,2752
2408,2768
2400,2776
2400,2816
2416,2832
2416,2840
2408,2848
2256,2848
2248,2856
1896,2856
1888,2848
1872,2848
1864,2840
1848,2840
1840,2832
1832,2832
1816,2816
1808,2816
1800,2808
1792,2808
1736,2752
1736,2744
1720,2728
1720,2720
1712,2712
1712,2704
1704,2696
1704,2688
1696,2680
1696,2672
1688,2664
1688,2656
1680,2648
1680,2640
1664,2624
1664,2608
1656,2600
1656,2592
1632,2568
1632,2560
1624,2552
1624,2544
1608,2528
1608,2520
1592,2504
1592,2496
1568,2472
1568,2464
1552,2448
1544,2448
1536,2440
1536,2424
1496,2384
1496,2376
1488,2368
1480,2368
1472,2360
1472,2352
1384,2264
1376,2264
1360,2248
1352,2248
1344,2240
1344,2232
1336,2224
1328,2224
1304,2200
1296,2200
1272,2176
1264,2176
1248,2160
1240,2160
1216,2136
1208,2136
1200,2128
1192,2128
1176,2112
1160,2112
1144,2096
1136,2096
1128,2088
1120,2088
1112,2080
1104,2080
1096,2072
1080,2072
1072,2064
1056,2064
1048,2056
1040,2056
1032,2048
984,2048
976,2040
728,2040
720,2032
720,1992
712,1984
712,1968
688,1944
680,1944
672,1936
656,1936
648,1928
632,1944
624,1944
616,1936
616,1928
624,1920
624,1864
616,1856
624,1848
624,1840
616,1832
616,1464
608,1464
600,1456
600,1440
608,1432
608,1192
600,1184
600,1176
608,1168
600,1160
600,768
592,760
592,440
600,432
600,408
608,400
608,384
624,368
624,352
640,336
640,320
672,288
672,280
680,272
688,272
696,280
696,296
704,304
704,320
712,320
736,344
800,344
832,312
832,304
840,296
840,248
824,232
824,224
816,224
816,240
824,248
824,256
832,264
832,288
824,296
824,304
800,328
792,328
784,336
752,336
744,328
736,328
712,304
712,288
704,280
704,264
680,264
632,312
632,328
616,344
616,360
608,368
608,376
600,384
600,400
592,408
592,432
584,440
584,816
592,824
592,1192
600,1200
600,1488
608,1496
608,1880
616,1888
616,1920
608,1928
608,1936
624,1952
640,1952
648,1944
656,1944
664,1952
672,1952
680,1960
688,1960
696,1968
696,1976
704,1984
704,1992
712,2000
712,2048
968,2048
976,2056
1008,2056
1016,2064
1032,2064
1040,2072
1064,2072
1072,2080
1088,2080
1096,2088
1104,2088
1112,2096
1120,2096
1128,2104
1136,2104
1144,2112
1152,2112
1160,2120
1168,2120
1176,2128
1184,2128
1200,2144
1208,2144
1232,2168
1240,2168
1256,2184
1264,2184
1288,2208
1296,2208
1320,2232
1328,2232
1368,2272
1376,2272
1504,2400
1504,2408
1544,2448
1544,2456
1568,2480
1568,2488
1592,2512
1592,2520
1608,2536
1608,2544
1616,2552
1616,2560
1632,2576
1632,2584
1648,2600
1648,2608
1656,2616
1656,2624
1664,2632
1664,2640
1672,2648
1672,2656
1680,2664
1680,2672
1696,2688
1696,2704
1704,2712
1704,2720
1720,2736
1720,2744
1728,2752
1728,2760
1784,2816
1792,2816
1808,2832
1816,2832
1824,2840
1848,2840
1864,2856
1888,2856
1896,2864
2264,2864
2272,2856
2280,2864
2288,2864
2296,2856
2304,2856
2312,2864
2320,2864
2328,2856
2424,2856
2424,2824
2416,2816
2416,2808
2408,2800
2408,2784
2416,2776
2416,2760
2432,2744
2440,2744
2456,2728
2480,2728
2488,2736
2504,2736
2512,2744
2528,2744
2536,2736
2536,2560
2528,2552
2528,2216
2520,2208
2520,1792
2512,1784
2520,1776
2520,1768
2512,1760
2512,1728
2520,1720
2512,1712
2512,1240
2504,1232
2504,944
2496,936
2496,928
2472,928
2464,936
2456,936
2448,944
2424,944
2416,936
2408,936
2376,904
2376,856
2408,824
2424,824
2424,816
2432,808
2432,800
2424,792
2424,784
2416,784
2408,776
2400,776
2384,760
2376,760
2360,744
2352,744
2336,728
2328,728
2312,712
2304,712
2288,696
2280,696
2264,680
2256,680
2240,664
2232,664
2224,656
2216,656
2208,648
2200,648
2184,632
2176,632
2168,624
2160,624
2144,608
2136,608
2128,600
2120,600
2112,592
2104,592
2088,576
2080,576
2072,568
2064,568
2056,560
2048,560
2040,552
2032,552
2024,544
2016,544
2008,536
2000,536
1992,528
1984,528
1968,512
1960,512
1952,504
1944,504
1936,496
1928,496
1920,488
1912,488
1904,480
1888,480
1872,464
1856,464
1840,448
1824,448
1816,440
1808,440
1800,432
1792,432
1784,424
1768,424
1760,416
1752,416
1744,408
1736,408
1728,400
1712,400
1704,392
1696,392
1688,384
1672,384
1664,376
1656,376
1648,368
1632,368
1624,360
1608,360
1600,352
1592,352
1584,344
1568,344
1560,336
1544,336
1536,328
1520,328
1512,320
1496,320
1488,312
1472,312
1464,304
1448,304
1440,296
1432,296
1424,288
1400,288
1392,280
1376,280
1368,272
1352,272
1344,264
1320,264
1312,256
1296,256
1288,248
1264,248
1256,240
1232,240
1224,232
1200,232
1192,224
1168,224
1160,216
1136,216
1128,208
1096,208
1088,200
1056,200
1048,192
1024,192
1016,184
976,184
968,176
936,176
928,168
