784,144
784,152
776,160
768,160
760,168
752,168
744,176
736,176
728,184
720,184
696,208
688,208
656,240
648,240
640,248
640,256
624,272
624,280
600,304
600,320
592,328
584,328
584,344
576,352
576,360
568,368
568,392
560,400
560,424
552,432
552,696
560,704
552,712
552,744
560,752
560,1112
568,1120
568,1128
560,1136
560,1144
568,1152
568,1160
560,1168
560,1184
568,1192
568,1496
576,1504
576,1520
568,1528
568,1584
576,1592
576,1880
584,1888
584,2032
592,2040
592,2056
600,2056
616,2072
624,2072
632,2080
744,2080
752,2088
760,2080
880,2080
888,2072
880,2064
848,2064
840,2072
632,2072
592,2032
592,1896
584,1888
584,1496
576,1488
576,1192
568,1184
568,1176
576,1168
568,1160
568,808
560,800
560,768
568,760
568,752
560,744
560,440
568,432
568,408
576,400
576,384
584,376
584,368
592,360
592,336
600,328
608,328
608,312
624,296
624,288
632,280
640,280
664,256
664,248
672,240
680,240
704,216
712,216
712,208
720,200
728,200
736,192
744,192
752,184
760,184
768,176
776,176
784,168
800,168
808,160
824,160
832,152
896,152
904,144
912,152
968,152
976,160
1008,160
1016,168
1048,168
1056,176
1088,176
1096,184
1128,184
1136,192
1160,192
1168,200
1192,200
1200,208
1224,208
1232,216
1256,216
1264,224
1288,224
1296,232
1312,232
1320,240
1344,240
1352,248
1368,248
1376,256
1392,256
1400,264
1424,264
1432,272
1448,272
1456,280
1464,280
1472,288
1496,288
1504,296
1512,296
1520,304
1536,304
1544,312
1560,312
1568,320
1584,320
1592,328
1608,328
1616,336
1624,336
1632,344
1648,344
1656,352
1664,352
1672,360
1680,360
1688,368
1712,368
1728,384
1744,384
1752,392
1760,392
1768,400
1784,400
1792,408
1800,408
1808,416
1816,416
1824,424
1840,424
1856,440
1872,440
1880,448
1888,448
1896,456
1904,456
1912,464
1920,464
1928,472
1936,472
1944,480
1952,480
1960,488
1968,488
1976,496
1984,496
1992,504
2000,504
2016,520
2024,520
2032,528
2040,528
2048,536
2056,536
2064,544
2072,544
2080,552
2088,552
2096,560
2104,560
2112,568
2120,568
2136,584
2144,584
2160,600
2168,600
2176,608
2184,608
2192,616
2200,616
2208,624
2216,624
2232,640
2240,640
2256,656
2264,656
2280,672
2288,672
2304,688
2312,688
2320,696
2328,696
2352,720
2360,720
2368,728
2376,728
2400,752
2408,752
2424,768
2432,768
2472,808
2480,808
2488,816
2496,816
2504,824
2504,832
2520,848
2520,928
2528,936
2528,1232
2536,1240
2536,1744
2544,1752
2536,1760
2536,1784
2544,1792
2544,2232
2552,2240
2552,2568
2560,2576
2552,2584
2552,2608
2560,2616
2560,2776
2552,2784
2552,2808
2528,2832
2528,2848
2520,2856
2512,2856
2504,2864
2496,2864
2488,2872
2472,2872
2464,2880
2280,2880
2272,2888
1896,2888
1888,2880
1864,2880
1856,2872
1848,2872
1840,2864
1824,2864
1816,2856
1808,2856
1792,2840
1784,2840
1760,2816
1752,2816
1736,2800
1736,2792
1704,2760
1704,2752
1688,2736
1688,2728
1680,2720
1680,2712
1672,2704
1672,2696
1664,2688
1664,2680
1656,2672
1656,2664
1648,2656
1648,2648
1640,2640
1640,2632
1624,2616
1624,2608
1616,2600
1616,2592
1600,2576
1600,2568
1592,2560
1592,2552
1576,2536
1576,2528
1560,2512
1560,2504
1528,2472
1528,2464
1512,2448
1512,2440
1504,2432
1496,2432
1488,2424
1488,2416
1352,2280
1344,2280
1312,2248
1304,2248
1296,2240
1296,2232
1288,2232
1272,2216
1264,2216
1240,2192
1232,2192
1216,2176
1208,2176
1192,2160
1184,2160
1168,2144
1160,2144
1152,2136
1136,2136
1120,2120
1112,2120
1104,2112
1088,2112
1080,2104
1072,2104
1064,2096
1048,2096
1040,2088
1016,2088
1008,2080
976,2080
968,2072
904,2072
904,2080
960,2080
968,2088
1008,2088
1016,2096
1040,2096
1048,2104
1064,2104
1072,2112
1080,2112
1088,2120
1096,2120
1104,2128
1112,2128
1120,2136
1128,2136
1144,2152
1160,2152
1176,2168
1184,2168
1200,2184
1208,2184
1232,2208
1240,2208
1264,2232
1272,2232
1296,2256
1304,2256
1344,2296
1352,2296
1376,2320
1376,2328
1384,2328
1448,2392
1448,2400
1456,2400
1464,2408
1464,2416
1504,2456
1504,2464
1512,2464
1520,2472
1520,2480
1528,2488
1528,2496
1552,2520
1552,2528
1584,2560
1584,2568
1592,2576
1592,2584
1608,2600
1608,2608
1616,2616
1616,2624
1640,2648
1640,2664
1656,2680
1656,2696
1664,2704
1664,2712
1672,2720
1672,2728
1680,2736
1680,2744
1696,2760
1696,2768
1712,2784
1712,2792
1760,2840
1776,2840
1800,2864
1808,2864
1816,2872
1832,2872
1840,2880
1848,2880
1856,2888
1880,2888
1888,2896
1896,2896
1904,2904
1912,2896
2136,2896
2144,2904
2176,2904
2184,2896
2248,2896
2256,2904
2264,2896
2288,2896
2296,2888
2312,2888
2320,2896
2320,2904
2328,2904
2344,2888
2376,2888
2384,2896
2384,2904
2392,2904
2392,2896
2400,2888
2472,2888
2480,2896
2480,2904
2496,2904
2504,2896
2496,2888
2496,2880
2504,2872
2520,2872
2528,2864
2536,2864
2536,2856
2544,2848
2544,2840
2552,2832
2552,2824
2560,2816
2560,2792
2568,2784
2568,2568
2560,2560
2560,2384
2568,2376
2560,2368
2560,2336
2568,2328
2560,2320
2560,2256
2568,2248
2560,2240
2560,2176
2568,2168
2552,2152
2552,2144
2560,2136
2552,2128
2552,2112
2560,2104
2560,2080
2552,2072
2552,2008
2560,2000
2552,1992
2552,1984
2560,1976
2568,1976
2552,1960
2552,1880
2560,1872
2568,1880
2576,1880
2568,1872
2560,1872
2552,1864
2552,1800
2544,1792
2544,1784
2552,1776
2552,1736
2544,1728
2560,1712
2544,1696
2552,1688
2552,1672
2544,1664
2552,1656
2552,1648
2544,1640
2552,1632
2560,1632
2560,1624
2552,1624
2544,1616
2544,1584
2552,1576
2544,1568
2544,1360
2552,1352
2560,1360
2560,1368
2568,1368
2560,1360
2560,1352
2552,1352
2544,1344
2544,1336
2536,1328
2552,1312
2544,1304
2544,1272
2536,1264
2544,1256
2544,1240
2536,1232
2536,1224
2544,1216
2544,1208
2536,1200
2536,1184
2544,1176
2544,1136
2536,1128
2544,1120
2544,1104
2536,1096
2536,1080
2544,1072
2552,1080
2536,1064
2536,944
2528,936
2528,928
2544,912
2528,896
2536,888
2536,872
2528,864
2528,840
2520,832
2520,824
2512,816
2512,808
2504,808
2488,792
2480,792
2472,784
2472,776
2464,776
2456,768
2448,768
2432,752
2424,752
2408,736
2400,736
2384,720
2376,720
2368,712
2368,704
2352,704
2336,688
2328,688
2312,672
2304,672
2288,656
2280,656
2264,640
2256,640
2240,624
2232,624
2224,616
2216,616
2200,600
2192,600
2184,592
2176,592
2168,584
2160,584
2144,568
2136,568
2128,560
2120,560
2112,552
2104,552
2096,544
2088,544
2080,536
2072,536
