133.0000,82.0000,0
132.0000,83.0000,0
131.0000,83.0000,0
130.0000,84.0000,0
129.0000,84.0000,0
128.0000,83.0000,0
123.0000,83.0000,0
122.0000,84.0000,0
121.0000,84.0000,0
120.0000,83.0000,0
118.0000,83.0000,0
117.0000,84.0000,0
111.0000,84.0000,0
110.0000,83.0000,0
94.0000,83.0000,0
93.0000,84.0000,0
81.0000,84.0000,0
80.0000,83.0000,0
78.0000,83.0000,0
77.0000,84.0000,0
72.0000,84.0000,0
71.0000,85.0000,0
70.0000,84.0000,0
69.0000,85.0000,0
68.0000,84.0000,0
51.0000,84.0000,0
50.0000,85.0000,0
49.0000,85.0000,0
48.0000,84.0000,0
45.0000,84.0000,0
44.0000,85.0000,0
28.0000,85.0000,0
27.0000,84.0000,0
22.0000,84.0000,0
21.0000,85.0000,0
12.0000,85.0000,0
11.0000,84.0000,0
10.0000,84.0000,0
8.0000,86.0000,0
6.0000,86.0000,0
5.0000,85.0000,0
2.0000,85.0000,0
1.0000,86.0000,0
3.0000,86.0000,0
4.0000,87.0000,0
3.0000,88.0000,0
0.0000,88.0000,0
0.0000,90.0000,0
24.0000,90.0000,0
25.0000,89.0000,0
65.0000,89.0000,0
66.0000,88.0000,0
68.0000,88.0000,0
69.0000,89.0000,0
78.0000,89.0000,0
79.0000,88.0000,0
100.0000,88.0000,0
101.0000,89.0000,0
111.0000,89.0000,0
112.0000,88.0000,0
118.0000,88.0000,0
119.0000,87.0000,0
123.0000,87.0000,0
124.0000,88.0000,0
125.0000,87.0000,0
126.0000,87.0000,0
127.0000,88.0000,0
128.0000,87.0000,0
129.0000,87.0000,0
130.0000,88.0000,0
131.0000,88.0000,0
132.0000,89.0000,0
135.0000,89.0000,0
136.0000,88.0000,0
140.0000,88.0000,0
141.0000,89.0000,0
143.0000,89.0000,0
144.0000,88.0000,0
159.0000,88.0000,0
160.0000,87.0000,0
161.0000,88.0000,0
162.0000,88.0000,0
163.0000,89.0000,0
165.0000,89.0000,0
166.0000,88.0000,0
170.0000,88.0000,0
171.0000,89.0000,0
178.0000,89.0000,0
179.0000,90.0000,0
183.0000,90.0000,0
184.0000,89.0000,0
186.0000,89.0000,0
187.0000,90.0000,0
188.0000,90.0000,0
189.0000,91.0000,0
193.0000,91.0000,0
194.0000,92.0000,0
197.0000,92.0000,0
197.0000,90.0000,0
198.0000,89.0000,0
199.0000,89.0000,0
199.0000,86.0000,0
195.0000,86.0000,0
194.0000,85.0000,0
186.0000,85.0000,0
185.0000,84.0000,0
183.0000,84.0000,0
182.0000,85.0000,0
181.0000,85.0000,0
180.0000,84.0000,0
178.0000,84.0000,0
177.0000,83.0000,0
175.0000,83.0000,0
174.0000,84.0000,0
173.0000,84.0000,0
172.0000,83.0000,0
167.0000,83.0000,0
166.0000,84.0000,0
165.0000,84.0000,0
164.0000,83.0000,0
154.0000,83.0000,0
153.0000,84.0000,0
151.0000,84.0000,0
150.0000,83.0000,0
146.0000,83.0000,0
145.0000,82.0000,0
138.0000,82.0000,0
137.0000,83.0000,0
135.0000,83.0000,0
134.0000,82.0000,0
94.0000,73.0000,1
93.0000,74.0000,1
82.0000,74.0000,1
81.0000,75.0000,1
80.0000,75.0000,1
79.0000,74.0000,1
77.0000,74.0000,1
76.0000,75.0000,1
75.0000,75.0000,1
74.0000,74.0000,1
67.0000,74.0000,1
66.0000,75.0000,1
50.0000,75.0000,1
49.0000,74.0000,1
47.0000,74.0000,1
46.0000,75.0000,1
45.0000,75.0000,1
44.0000,74.0000,1
39.0000,74.0000,1
38.0000,75.0000,1
37.0000,75.0000,1
36.0000,74.0000,1
25.0000,74.0000,1
25.0000,75.0000,1
24.0000,76.0000,1
23.0000,75.0000,1
4.0000,75.0000,1
3.0000,76.0000,1
2.0000,75.0000,1
0.0000,75.0000,1
0.0000,79.0000,1
1.0000,78.0000,1
52.0000,78.0000,1
53.0000,77.0000,1
58.0000,77.0000,1
59.0000,78.0000,1
65.0000,78.0000,1
66.0000,77.0000,1
85.0000,77.0000,1
86.0000,76.0000,1
90.0000,76.0000,1
91.0000,77.0000,1
95.0000,77.0000,1
96.0000,76.0000,1
97.0000,76.0000,1
98.0000,77.0000,1
102.0000,77.0000,1
103.0000,76.0000,1
105.0000,76.0000,1
106.0000,77.0000,1
111.0000,77.0000,1
112.0000,76.0000,1
121.0000,76.0000,1
122.0000,77.0000,1
125.0000,77.0000,1
126.0000,76.0000,1
130.0000,76.0000,1
131.0000,77.0000,1
134.0000,77.0000,1
135.0000,76.0000,1
141.0000,76.0000,1
142.0000,75.0000,1
146.0000,75.0000,1
147.0000,76.0000,1
153.0000,76.0000,1
154.0000,77.0000,1
158.0000,77.0000,1
159.0000,76.0000,1
166.0000,76.0000,1
167.0000,77.0000,1
170.0000,77.0000,1
171.0000,76.0000,1
173.0000,76.0000,1
174.0000,77.0000,1
189.0000,77.0000,1
190.0000,78.0000,1
196.0000,78.0000,1
197.0000,79.0000,1
198.0000,78.0000,1
199.0000,78.0000,1
199.0000,74.0000,1
198.0000,74.0000,1
197.0000,73.0000,1
196.0000,73.0000,1
195.0000,74.0000,1
192.0000,74.0000,1
191.0000,75.0000,1
188.0000,75.0000,1
187.0000,74.0000,1
174.0000,74.0000,1
173.0000,73.0000,1
170.0000,73.0000,1
169.0000,74.0000,1
166.0000,74.0000,1
165.0000,73.0000,1
128.0000,73.0000,1
127.0000,74.0000,1
107.0000,74.0000,1
106.0000,75.0000,1
103.0000,75.0000,1
102.0000,74.0000,1
99.0000,74.0000,1
98.0000,73.0000,1
129.0000,51.0000,2
128.0000,52.0000,2
125.0000,52.0000,2
124.0000,53.0000,2
120.0000,53.0000,2
119.0000,52.0000,2
115.0000,52.0000,2
114.0000,53.0000,2
95.0000,53.0000,2
93.0000,55.0000,2
92.0000,55.0000,2
91.0000,54.0000,2
90.0000,54.0000,2
89.0000,55.0000,2
88.0000,54.0000,2
82.0000,54.0000,2
81.0000,53.0000,2
71.0000,53.0000,2
69.0000,55.0000,2
64.0000,55.0000,2
63.0000,54.0000,2
60.0000,54.0000,2
59.0000,55.0000,2
55.0000,55.0000,2
54.0000,54.0000,2
47.0000,54.0000,2
46.0000,55.0000,2
45.0000,55.0000,2
44.0000,54.0000,2
42.0000,54.0000,2
42.0000,55.0000,2
41.0000,56.0000,2
35.0000,56.0000,2
33.0000,54.0000,2
31.0000,54.0000,2
30.0000,55.0000,2
26.0000,55.0000,2
25.0000,54.0000,2
19.0000,54.0000,2
17.0000,56.0000,2
14.0000,56.0000,2
13.0000,57.0000,2
11.0000,55.0000,2
10.0000,55.0000,2
9.0000,56.0000,2
4.0000,56.0000,2
3.0000,55.0000,2
2.0000,55.0000,2
1.0000,56.0000,2
0.0000,56.0000,2
0.0000,59.0000,2
5.0000,59.0000,2
6.0000,58.0000,2
8.0000,58.0000,2
9.0000,59.0000,2
12.0000,59.0000,2
13.0000,58.0000,2
22.0000,58.0000,2
23.0000,59.0000,2
26.0000,59.0000,2
27.0000,58.0000,2
37.0000,58.0000,2
38.0000,59.0000,2
40.0000,59.0000,2
41.0000,58.0000,2
48.0000,58.0000,2
49.0000,57.0000,2
50.0000,57.0000,2
51.0000,56.0000,2
55.0000,56.0000,2
56.0000,57.0000,2
57.0000,57.0000,2
58.0000,58.0000,2
60.0000,58.0000,2
62.0000,56.0000,2
63.0000,56.0000,2
64.0000,57.0000,2
65.0000,57.0000,2
66.0000,58.0000,2
67.0000,58.0000,2
68.0000,57.0000,2
75.0000,57.0000,2
73.0000,55.0000,2
74.0000,54.0000,2
79.0000,54.0000,2
80.0000,55.0000,2
80.0000,56.0000,2
79.0000,57.0000,2
77.0000,57.0000,2
78.0000,57.0000,2
79.0000,58.0000,2
83.0000,58.0000,2
84.0000,57.0000,2
103.0000,57.0000,2
104.0000,56.0000,2
107.0000,56.0000,2
108.0000,57.0000,2
110.0000,55.0000,2
114.0000,55.0000,2
115.0000,56.0000,2
119.0000,56.0000,2
120.0000,57.0000,2
122.0000,57.0000,2
123.0000,56.0000,2
130.0000,56.0000,2
131.0000,55.0000,2
133.0000,55.0000,2
134.0000,56.0000,2
135.0000,56.0000,2
136.0000,55.0000,2
138.0000,55.0000,2
139.0000,54.0000,2
140.0000,54.0000,2
142.0000,56.0000,2
152.0000,56.0000,2
153.0000,57.0000,2
165.0000,57.0000,2
166.0000,56.0000,2
169.0000,56.0000,2
170.0000,57.0000,2
180.0000,57.0000,2
181.0000,56.0000,2
182.0000,56.0000,2
183.0000,55.0000,2
190.0000,55.0000,2
191.0000,56.0000,2
191.0000,57.0000,2
193.0000,59.0000,2
197.0000,59.0000,2
197.0000,58.0000,2
198.0000,57.0000,2
199.0000,57.0000,2
199.0000,55.0000,2
197.0000,55.0000,2
196.0000,54.0000,2
175.0000,54.0000,2
173.0000,52.0000,2
